FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5ca5b593-76c9-4567-bb46-a1d847565c1c	233 bp.	SSU: 1-55	ITS1: 56-233	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_15f4b310-7fa8-47a6-a78f-2584686f492d	209 bp.	SSU: 1-32	ITS1: 33-209	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_97883709-0c86-46d9-a89d-641f964df421	211 bp.	SSU: 1-32	ITS1: 33-211	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_8da89eaa-b4e7-4bd7-a7d0-c19dee0fe645	205 bp.	SSU: 1-32	ITS1: 33-175	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_6dbd64b3-35a1-4d47-a509-09e3997a3123	207 bp.	SSU: 1-31	ITS1: 32-177	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_43a6b0de-a8af-423c-92cc-799d030e736d	207 bp.	SSU: 1-32	ITS1: 33-207	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_75db7c8e-e9e6-4430-8111-6c5b89babddd	226 bp.	SSU: 1-31	ITS1: 32-196	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_841ebde1-78af-47b5-8fc6-aa901bb56a28	203 bp.	SSU: 1-33	ITS1: 34-203	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_3e5de994-1eaf-41cc-aa11-19cb3a079639	238 bp.	SSU: 1-39	ITS1: 40-238	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_92e78aa6-f32a-494c-9b53-813ca46f531e	232 bp.	SSU: 1-51	ITS1: 52-232	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_83d1b0a6-df73-41de-933b-18482cbe4b84	210 bp.	SSU: 1-32	ITS1: 33-210	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_6134e4dc-9324-43b7-b2f0-f9fac6291c97	255 bp.	SSU: 1-32	ITS1: 33-255	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_9f173ba7-3d83-4b43-aae9-f9ae0152a74d	209 bp.	SSU: 1-32	ITS1: 33-179	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_56773976-e9da-4f67-8e25-bde97fc1dbbf	202 bp.	SSU: 1-32	ITS1: 33-202	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_c456b429-1125-4df1-81ce-103e52c2dc23	209 bp.	SSU: 1-33	ITS1: 34-179	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_dafb77f7-0305-4b55-9a4b-f98e987a8180	214 bp.	SSU: 1-33	ITS1: 34-181	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_504ceffe-c205-4ba4-8b8e-bd34586eacdb	209 bp.	SSU: 1-32	ITS1: 33-209	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5c13bf8a-afac-43e8-ba70-8c9f0fd7596f	202 bp.	SSU: 1-32	ITS1: 33-202	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_0746ced6-277b-45d0-a964-3328d17c46ac	208 bp.	SSU: 1-32	ITS1: 33-208	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_f002bf01-5dfc-4fd6-8aa3-3fae3c4e00d8	185 bp.	SSU: 1-32	ITS1: 33-185	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_450b2023-7089-45c8-9852-6fb5546bda45	207 bp.	SSU: 1-32	ITS1: 33-177	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_b34fb7f3-3601-46db-bc74-0ba66ebe36d0	196 bp.	SSU: 1-32	ITS1: 33-196	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_1b8f28ce-0c18-403e-97b1-ccc90b19f8a5	209 bp.	SSU: 1-31	ITS1: 32-179	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_892b8d12-d122-4db1-9053-cc6d847ce48b	205 bp.	SSU: 1-32	ITS1: 33-205	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5f24f4b1-81ad-44b2-8334-5468a7c72bc1	204 bp.	SSU: 1-32	ITS1: 33-204	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_b7f91c8e-450a-49ac-bc2d-88ad1f33f5da	209 bp.	SSU: 1-31	ITS1: 32-179	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_9ad1f9d9-a8f8-4d85-a4df-a95f4e5253fa	224 bp.	SSU: 1-33	ITS1: 34-224	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_87d7c9d5-c705-55c9-afca-c1d207659ad3	213 bp.	SSU: 1-31	ITS1: 32-183	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_22b8bcd1-5505-4972-8ec7-bc1f98f7056b	203 bp.	SSU: 1-175	ITS1: 176-203	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_8fe223ad-b35e-4772-aa90-d6ff9943a937	206 bp.	SSU: 1-32	ITS1: 33-206	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_9a6d8608-7149-465f-b225-ef2e44358ac0	210 bp.	SSU: 1-31	ITS1: 32-180	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_9882a0b7-bd45-41b0-b4da-59a5a176fae9	202 bp.	SSU: 1-32	ITS1: 33-172	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_1bbab69c-9c36-46f0-8e2e-d43d2891fcdc	378 bp.	SSU: 1-174	ITS1: 175-378	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_24133856-0618-44dc-97c1-8b27a8b2d4c2	203 bp.	SSU: 1-32	ITS1: 33-203	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_d2f43988-4859-4d1c-9c7b-f62a0f72b74b	209 bp.	SSU: 1-33	ITS1: 34-179	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_26bcefa9-b590-424f-9290-cf28a3dd3d47	227 bp.	SSU: 1-52	ITS1: 53-227	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_fc64c6cc-40f9-43aa-a9d5-ca4b889dbf0e	212 bp.	SSU: 1-33	ITS1: 34-182	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_c09f8fd9-99dd-4532-8738-3f0260af0bb0	207 bp.	SSU: 1-30	ITS1: 31-177	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
FITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_ce816a0b-f613-44bd-b8c8-3ee456481c0e	203 bp.	SSU: 1-32	ITS1: 33-176	5.8S: No end	ITS2: Not found	LSU: Not found	Broken or partial sequence, only partial 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_dc460592-bf36-4e48-a0d5-4c45de95d8bd	1034 bp.	SSU: Not found	ITS1: Not found	5.8S: No start	ITS2: 90-298	LSU: 299-1034	Broken or partial sequence, only partial 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_1b9328d5-f233-4ab0-b811-a1386d30148b	443 bp.	SSU: Not found	ITS1: Not found	5.8S: No start	ITS2: 89-293	LSU: 294-443	Broken or partial sequence, only partial 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a6a67409-ec4e-4229-ab92-7299e1115f65	702 bp.	SSU: Not found	ITS1: Not found	5.8S: No start	ITS2: 88-316	LSU: 317-702	Broken or partial sequence, only partial 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_e8a36d22-9d95-469a-af09-f2a03ed1dd1f	436 bp.	SSU: Not found	ITS1: Not found	5.8S: No start	ITS2: 85-287	LSU: 288-436	Broken or partial sequence, only partial 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_45cb403a-456f-4708-a510-58e92c98faeb	480 bp.	SSU: Not found	ITS1: Not found	5.8S: Not found	ITS2: 1-291	LSU: 292-480	Broken or partial sequence, no 5.8S! 
PITS_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a0f03fcf-19f6-449a-8ee8-b4e431a0ad3a	261 bp.	SSU: 1-52	ITS1: 53-261	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_d9c16fcf-5c53-4d67-bf7d-27af6f495855	334 bp.	SSU: 1-158	ITS1: 159-334	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_17105e68-69a2-4417-b542-d75461a35289	163 bp.	SSU: 1-160	ITS1: 161-163	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5b8968f2-5484-48f5-8c99-749643ec276d	160 bp.	SSU: 1-156	ITS1: 157-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a988ac91-f14f-4355-b3a0-7fa9154576be	153 bp.	SSU: 1-150	ITS1: 151-153	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a6a67409-ec4e-4229-ab92-7299e1115f65	712 bp.	SSU: Not found	ITS1: Not found	5.8S: No start	ITS2: 149-377	LSU: 378-712	Broken or partial sequence, only partial 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_772998dd-bfd5-40e1-944b-e47d8b1bc07f	161 bp.	SSU: 1-158	ITS1: 159-161	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_87afaa27-60dd-4f38-b776-a54b349bb3a1	155 bp.	SSU: 1-152	ITS1: 153-155	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_f26eaf07-3fb0-4f65-bdcd-04eab02bfde5	182 bp.	SSU: 1-156	ITS1: 157-182	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5880162b-7db8-4ea2-b3c9-b1e0cb40546e	155 bp.	SSU: 1-152	ITS1: 153-155	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_efabe728-dc90-49b2-b011-aaebe1f37e31	189 bp.	SSU: 1-156	ITS1: 157-189	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_5f3473a5-1a7b-4493-ad3d-588d028b8c1f	154 bp.	SSU: 1-151	ITS1: 152-154	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_4a2b64b6-bc79-48a0-ab38-a4682c80f66f	160 bp.	SSU: 1-157	ITS1: 158-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_c34dd062-3c0f-4f08-9f7f-0e82560b159e	155 bp.	SSU: 1-152	ITS1: 153-155	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_cfd008be-ebda-4909-9ee7-2f7a9d78920e	156 bp.	SSU: 1-153	ITS1: 154-156	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_36b22bf6-098c-4826-a964-fd6e4a62dc1a	205 bp.	SSU: 1-155	ITS1: 156-205	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_bef8ad43-001b-4f87-ade3-a5f0d8842946	156 bp.	SSU: 1-153	ITS1: 154-156	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_326bbb4d-57e6-48a8-ac77-58af456cfb07	158 bp.	SSU: 1-155	ITS1: 156-158	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_e99dcddc-7be9-44c5-8d56-7d92a9a800ba	157 bp.	SSU: 1-154	ITS1: 155-157	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_3db00157-e050-433c-a4e1-f7e69c843c66	157 bp.	SSU: 1-154	ITS1: 155-157	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a8019e31-1b9e-4094-bbe3-149f31649abd	157 bp.	SSU: 1-155	ITS1: 156-157	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_4bf520ad-2d05-4f8a-8bfd-8ebfa75bc1a1	163 bp.	SSU: 1-160	ITS1: 161-163	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_b8b6a4fd-ad82-4fac-8c44-85a1bc627ec7	161 bp.	SSU: 1-158	ITS1: 159-161	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_98895d38-9947-4e7d-80f3-631a85d281cf	160 bp.	SSU: 1-157	ITS1: 158-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_957404e0-3954-492a-970b-727b5668c190	153 bp.	SSU: 1-150	ITS1: 151-153	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_79359ef6-1d46-4b70-89f6-fa45af81624b	158 bp.	SSU: 1-155	ITS1: 156-158	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_d1d37568-b0c9-4408-a7a2-32489ad006d3	156 bp.	SSU: 1-153	ITS1: 154-156	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_48df644b-4fc6-4f88-bcbe-30e3400f9c54	159 bp.	SSU: 1-156	ITS1: 157-159	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_ab65fd70-2412-4c9c-ad43-a5be89f59bab	196 bp.	SSU: 1-152	ITS1: 153-196	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_01fabdbd-95f4-4361-b020-3978744392ba	252 bp.	SSU: 1-56	ITS1: 57-252	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a045e60e-ab74-4a35-a385-53f8dec68581	305 bp.	SSU: 1-163	ITS1: 164-305	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_3e5de994-1eaf-41cc-aa11-19cb3a079639	341 bp.	SSU: 1-171	ITS1: 172-341	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_6a28dde7-115c-4f63-b2b5-10e21447d824	151 bp.	SSU: 1-151	ITS1: Not found	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_9e7f8add-f8f5-43fa-9216-6bb961d2e28a	159 bp.	SSU: 1-156	ITS1: 157-159	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_65779736-e55c-4748-9e3b-e77855109258	160 bp.	SSU: 1-157	ITS1: 158-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_3304a292-d3cd-42b9-8d44-6d9ae59faad5	160 bp.	SSU: 1-154	ITS1: 155-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_a1588839-20e3-448b-a26a-4d901a44f553	161 bp.	SSU: 1-158	ITS1: 159-161	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_c8263230-4b8c-40f0-be05-6f70d5372464	161 bp.	SSU: 1-155	ITS1: 156-161	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_48855365-539e-471b-bb4c-2e50119fbfea	158 bp.	SSU: 1-152	ITS1: 153-158	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_ffb790d7-8b00-43b3-8443-3e38a768e513	154 bp.	SSU: 1-151	ITS1: 152-154	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_8f2ca15e-7a33-4ee3-90a7-62d3c2b1c83e	150 bp.	SSU: 1-147	ITS1: 148-150	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_d5f5b455-901c-4b54-9610-f5f912c432ac	154 bp.	SSU: 1-150	ITS1: 151-154	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_8dbef419-786e-4676-a010-8293e975b0a4	178 bp.	SSU: 1-154	ITS1: 155-178	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_8cc6c8e5-b88c-4891-8431-a485c20a9a81	160 bp.	SSU: 1-157	ITS1: 158-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_19da8bde-5417-4d71-afad-d96938b0ad09	158 bp.	SSU: 1-153	ITS1: 154-158	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_ff409b82-f70b-49b2-b3f1-a4ff2e3ece4f	160 bp.	SSU: 1-155	ITS1: 156-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_ad8ea85c-a02e-4cbe-8710-6916d416b9a8	160 bp.	SSU: 1-157	ITS1: 158-160	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
18S_FBA73546_pass_barcode61_af591219_c9d44752_0_trimmed_15b8df25-12c1-4104-87a2-6655091b5c1a	158 bp.	SSU: 1-155	ITS1: 156-158	5.8S: Not found	ITS2: Not found	LSU: Not found	Broken or partial sequence, no 5.8S! 
