ID	Status	Reason	Top_Hit
267e5295-97db-405f-999b-77d5fb206e94	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
8e1c1729-8230-41b2-b44b-ad5d3b09f6df	Included	Fungal	Lachancea thermotolerans strain FD6-1 16S ribosomal RNA gene, partial sequence ~96%
0e45c4c0-9a59-4364-b1bb-d4a1d41b9765	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
603dd38c-90b7-40c6-b097-297eeb82f855	Excluded	No alignment	N/A
d4285730-b415-4189-8c25-931bfdd71066	Included	Fungal	Lentinus tigrinus ALCF2SS1-7 DEAD-domain-containing protein (L226DRAFT_463158), partial mRNA ~95%
690e9880-bcda-4126-8910-dcbd374d9ccd	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
f4c330ec-2023-4427-a8c3-1160fc996678	Included	Fungal	Diplodia seriata isolate DsALM1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
24642785-09a3-4f4d-b764-c171473e3c18	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
c1ba21e4-1f1e-4a63-a8ba-ffb4308d97c0	Included	Fungal	Uncultured fungus clone T739 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~90%
9f0c37b0-6325-4780-aabc-8492a1ec2932	Included	Fungal	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04182 ~85%
8a431763-bae4-40c4-84b7-9966ee171a7d	Included	Fungal	Didymella sp. clone OTU811 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
4e7d5aa4-3e79-49c3-9479-6d0b7b02bf37	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
c5628da3-1624-5a19-a3c0-f07db0ecfefa	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
fd4b2977-1793-4abb-921a-419fc83952f1	Excluded	No alignment	N/A
e0d864a4-3b9c-44f9-bf21-204b92fd4e91	Included	Fungal	Uncultured Pseudogymnoascus clone 271.MID29.A6CQR 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~93%
6c7e1864-4896-4882-a599-505f61ac48e4	Included	Fungal	Megasporoporiella sp. CL-2016b isolate URM86947 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~93%
e5e2677e-bd2e-4acc-bb1f-bf78d5d65fdc	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
20b32b42-2df4-4b44-bcc0-13ae6562c097	Included	Fungal	Ampelomyces quisqualis strain HMLAC05119 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
a1d63dcc-1e46-41e7-956e-5ec1cf94efbd	Included	Fungal	Davidhawksworthia quintiniae strain SYNF840 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
d227c605-f193-4a32-a1dd-b3d8f2694a39	Included	Fungal	Naganishia globosa isolate 115APRIL small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~87%
aa4619f3-b4d0-4a74-bdde-836d4eb860fa	Included	Fungal	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~81%
7c60e948-7d63-49c1-b71b-47f91538eac4	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
98966636-3ffa-4f71-a3ba-3750bb1694d5	Included	Fungal	Uncultured fungus clone OTU2134 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
7e8edd12-44ab-41de-b132-9841c931ad52	Included	Fungal	Malassezia nana isolate KU60020.53 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
08acfa50-e554-4da4-945d-824d9bbf4dbb	Included	Fungal	Hypoxylon fragiforme WD domain-containing protein (GGS25DRAFT_233161), mRNA ~92%
acfa865f-b774-455e-a973-54b5e5278daa	Included	Fungal	Uncultured soil fungus clone 4_B_D01 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~93%
9b5ba105-a7ce-4bfe-af30-5eae975a80bf	Included	Fungal	Tritirachium sp. IAM 14522 gene for 18S rRNA, partial sequence ~100%
a2d2dce9-2f41-4171-baa2-a7b89af9eaf3	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
f01a8ace-cef5-4e4b-a964-0d58ce7a85b3	Included	Fungal	Lepista sordida breed mushroom small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
63836882-4549-4bcb-bd45-007324b5e492	Included	Fungal	Diaporthe eres isolate OKTAEMA04 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~96%
b8528e1c-07e7-4018-b1ee-ec24ed5d652c	Included	Fungal	Gongronella butleri culture CBS:227.36 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
994ca47d-de09-4018-a592-fb0c77932691	Included	Fungal	Penidiella drakensbergensis strain SYNF931 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
ebe4a793-0981-49b8-bf57-56ddc156954e	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
6319661f-3bb7-4c5d-8184-475af2ab30f0	Included	Fungal	Lentinus tigrinus ALCF2SS1-7 uncharacterized protein (L226DRAFT_613309), mRNA ~87%
74161bca-b1f2-4cb2-a62e-5a4ce90ddeaa	Included	Fungal	Mucor ambiguus culture CBS:126943 strain CBS 126943 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~82%
4a4de175-a8ac-429a-b96b-d18700a8c63c	Included	Fungal	Hygrocybe sp. 'flavescens-IN01' isolate OMDL iNat # 184791055 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
974194a5-7389-429d-a6da-146249524678	Included	Fungal	Uncultured fungus isolate KTRF959 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~92%
88cf022c-41e7-460e-9f17-778bc585a8b1	Included	Fungal	Mucor racemosus strain CN053E2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~82%
13b61124-0b54-44e0-9135-63d642fbc328	Included	Fungal	Uncultured fungus clone T3_IV_1a_07 18S ribosomal RNA gene, partial sequence ~92%
08c7df55-a324-4146-a7b3-96c83d5cdec2	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
a4cf8014-5ef3-4ac5-9411-46674198868e	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~96%
e974b5cc-ce78-4c9d-9f8a-14f92b6c781d	Included	Fungal	Uncultured zygomycete ITS region including 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, clone BF-OTU2 ~78%
1e678fc1-d500-4f6b-81a4-78847b8956f1	Included	Fungal	Mucor circinelloides f. circinelloides strain WA0000017591 18S ribosomal RNA gene, partial sequence ~90%
3cfaf65c-6210-46ea-99c2-81dbf8d23093	Included	Fungal	Trichoderma virens isolate Ting Ho 20 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
2ab61222-9b73-4b97-b899-4221ee27c12e	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~90%
fe7ad6a4-3ccb-4747-989c-166bd4b696bb	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
16e5d6b1-ce37-458c-9eec-27a6f3f5c38e	Included	Fungal	Acrophialophora jodhpurensis strain SYNF627 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
0fff574e-8d19-4206-b7b0-623709e4c24d	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
60619f54-5037-4b20-aa93-39ed46a1f051	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
0fe37de2-7991-4562-a898-cfd40436bb7a	Included	Fungal	Lecanoromycetes sp. voucher AAS collection number 00223A, Newsham collection small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
5c2c1244-25ea-457c-996b-c2efbefb1c02	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~93%
93ace4b4-ae9f-4ec9-8be2-a8fffbe496f7	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
5b7df3ca-e5b5-478a-a028-13ba7e6f2e0f	Included	Fungal	Rhizophagus sp. (in: glomeromycetes) isolate Soil4-23 internal transcribed spacer region, partial sequence ~96%
62d3e500-5bdc-4de8-ac95-314608816388	Included	Fungal	Penicillium psychrofluorescens uncharacterized protein (PFLUO_LOCUS4888), partial mRNA ~83%
52a16d18-96ad-4e02-a1bf-cb19e29be7be	Excluded	Low identity	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~72%
df528561-61e5-4e52-acbf-a141969b32ce	Included	Fungal	Peziza sp. 'varia-IN02' isolate CA FUNDIS iNaturalist # 200188670 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
088bb96a-6348-4cc9-be01-50e4ecce8ca5	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
253152d8-902f-4715-a97e-381419115afa	Included	Fungal	Lachancea thermotolerans strain FD6-1 16S ribosomal RNA gene, partial sequence ~91%
69da26c6-39e0-4e8e-96b2-bdba940f53f3	Excluded	No alignment	N/A
3f5aa1a7-f95d-4617-9aed-27938cd5119d	Included	Fungal	Malassezia nana isolate KU60020.53 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
6c800774-2da7-4759-ba16-18a42b7894f5	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
0d2c190d-4cd1-41d3-801b-8c7ca3d8a2c8	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~96%
42456f14-3183-4f01-b416-8e4c07a0dd9f	Included	Fungal	Malassezia nana isolate KU60020.53 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
fdda447e-45fb-4afd-8dad-07a6f1f9f1eb	Excluded	No alignment	N/A
637c1bca-e6d7-445a-8a00-00ce1dbe6e51	Included	Fungal	Zasmidium dasypogonis strain SYNF611 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~95%
1b3e2734-4a08-4852-bf2a-2fe1bdc93d9e	Included	Fungal	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~80%
87bb3d89-febd-456a-9477-4c2da9295ec5	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~96%
bc6a21fa-78ef-463c-a5c0-995acccb1b1c	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
3bd3fd51-9319-4446-9f35-44fed30ad6d3	Included	Fungal	Naganishia globosa isolate 115APRIL small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~96%
f4d1c634-0211-4e00-946c-9cdae722572c	Included	Fungal	Candida tropicalis isolate 40 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
71b0ff81-3f5a-4031-b9e0-7aa76cfd5759	Included	Fungal	Mucor circinelloides f. circinelloides strain WA0000017591 18S ribosomal RNA gene, partial sequence ~96%
baf35ae6-2f23-415a-a26e-9f0004c96240	Included	Fungal	Uncultured fungus isolate iso2446 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~93%
1f905526-a113-4aa6-b0ad-2f469221bbbd	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
cadd2fdc-cae7-44fc-81b1-169c8c81099b	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
8477e9e7-62b7-4c50-b7d6-6afd8ccfcb43	Excluded	No alignment	N/A
d20f1848-af90-429c-a66d-239d822fb858	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
596e6e4e-a108-4481-ad7d-6edec246f97f	Included	Fungal	Uromyces sp. voucher ZP-R102 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~100%
53bd1776-c95b-4368-a1bd-b9c7b301875e	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
c0957f40-2365-449b-814b-792a396ab167	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
e685a749-f387-460d-872a-8cbebfbaa46c	Included	Fungal	Amanita sp. AD-C54473 clone 8_1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence ~100%
ebfcbed2-6fb7-4456-a925-a91e8612fa6d	Included	Fungal	Trechispora sp. 'CA02' voucher FDS-CA-04396 bio-material iNAT:211374274 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~84%
ab11ec67-9774-4a35-af5c-cb46d52e9c06	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
15a5f57d-243e-4d80-9196-1ac1d8aa974b	Included	Fungal	uncultured fungus genomic DNA sequence contains ITS1, 5.8S rRNA gene ~100%
a6e7143f-cffd-4e9b-b1fe-c9367f180add	Included	Fungal	Aspergillus pseudoglaucus gene for 18S rRNA, partial sequence, strain:WB13 ~96%
51a0aeca-8f58-48b1-a68c-9d0b7209af6f	Included	Fungal	Malassezia japonica CBS 9431 18S rRNA gene, partial sequence; from TYPE material ~96%
ff008931-c672-462e-b5f0-37192379ff16	Included	Fungal	Uncultured Orpinomyces clone f3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~84%
6ebc5b4c-ccd2-4229-b1d5-2bbc04f951f3	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
ace78561-ea5d-45aa-8ef2-074b1ea1ce63	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
ab662741-c7ee-4b2b-bfcc-55c0594c2212	Included	Fungal	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~79%
ebb84635-c0a0-43b8-ba73-8ab43d7e4e4b	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
8847131b-4dd3-4561-9361-0ca14e0ac6b8	Included	Fungal	Uncultured soil fungus clone 4_C_H02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~96%
20515a36-a13e-4d27-893c-0f372d65d8a9	Included	Fungal	Penicillium spinulosum isolate dakh 8 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~93%
bba3bc70-4ea2-471f-af70-f8ddcbc8d528	Included	Fungal	Uncultured fungus clone 3993_66 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~94%
34eb23c9-3452-4099-8ecc-d952e0d21952	Included	Fungal	Tritirachium sp. IAM 14522 gene for 18S rRNA, partial sequence ~100%
16ec5251-4cbf-473a-90fa-8289782dcd23	Included	Fungal	Uncultured Uromyces sp. clone sw-xj209 16S ribosomal RNA gene, partial sequence ~82%
df4ca33a-29fa-4289-8d3e-60a96e00bb6b	Included	Fungal	Orbilia auricolor small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~78%
eccb22d3-1d09-4bca-9e1f-71568ff5b36c	Excluded	User skipped or timeout	N/A
74505354-3d0d-4219-989c-f7ff12e4a2f2	Included	Fungal	Aspergillus pseudoglaucus gene for 18S rRNA, partial sequence, strain:WB13 ~100%
8b54aac8-e677-443d-99cf-116bca7cc5fe	Included	Fungal	Uncultured Ascomycota isolate 1 note putative Exophiala sp. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~96%
63304d88-c47e-4309-88b9-ef4a19450b3d	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
28d93f5f-74e5-4492-8e84-5e642b0442d9	Included	Fungal	Basidiomycete symbiont of Cyphomyrmex rimosa 16S-like small subunit rRNA gene ~96%
21bb7823-24af-47c2-a47d-ee08a7bfed0c	Included	Fungal	Puccinia hordei isolate RN-4 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence ~100%
d5c87cf2-c3c2-4d62-817e-e242f1cf33b3	Included	Fungal	Didymella sp. clone OTU811 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
19a5e686-9531-44a4-855b-3811b735d74d	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
b67a363f-dd31-4132-a29a-6c5ad2e1f5d9	Included	Fungal	Zymoseptoria crescenta strain SYNF750 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
0a496788-cbfc-470b-af66-7597091b47d4	Included	Fungal	Uncultured Amphinema clone LTSP_EUKA_P2K18 18S ribosomal RNA, 18S-25/28S ribosomal RNA intergenic spacer, partial sequence ~84%
e7d4bae9-46b2-454d-ba6d-75122e4a6e31	Included	Fungal	Capnobotryella sp. clone LN-K31 small subunit ribosomal RNA gene, partial sequence ~100%
48838423-e03d-4096-96a6-df5bf94dc983	Included	Fungal	Penicillium taxi uncharacterized protein (N7495_002908), partial mRNA ~87%
600e6bc6-7b2c-46fd-b976-410817c42e72	Included	Fungal	Peziza sp. voucher FRDBI 17723960 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence ~94%
9c32c91c-90b3-4e09-86d8-9fcd33574d28	Included	Fungal	Dipodascus macrosporus strain CBS _259.82 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~85%
3bf898fe-5f2a-4e0c-9204-f8ea10df27f6	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
2ce6f051-6e38-405c-9659-406bed940f93	Included	Fungal	Mucor circinelloides f. circinelloides strain WA0000017591 18S ribosomal RNA gene, partial sequence ~96%
d7ad8ade-3234-4675-a06f-3c2e2b27b46b	Included	Fungal	Lecanoromycetes sp. voucher AAS collection number 00223A, Newsham collection small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~100%
bb012163-62c7-473d-8f24-f74cd2e0f3e7	Included	Fungal	Suillus subalutaceus uncharacterized protein (DFJ58DRAFT_756812), mRNA ~92%
f2037df6-083e-45ab-8d5a-794bf060cf7a	Included	Fungal	Solicoccozyma terrea genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene ~93%
a8d464bb-9c41-460c-95bf-59e77f24baf2	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
904dddba-a138-41e0-bc31-c2d421cde351	Included	Fungal	Uncultured fungus clone OTU2134 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence ~100%
08e9ba78-b76e-48a6-b2af-d30f8c52937f	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
d6967750-85e0-4166-a1d3-357ca9fe3610	Included	Fungal	Holtermanniella sp. isolate gCoAvP126 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence ~92%
451040c6-1c3f-41e5-bf05-58997cfd0883	Included	Fungal	Mucor sp. M7 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA ~95%
74a5d97c-ea39-47ad-b190-06bfb5ec7ec6	Included	Fungal	Penicillium brevicompactum strain ATCC 16024 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence ~100%
